Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Opportunity Key Dates Current Stage,Accounts Is Churned? (Yes / No),Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value
"Rae’s Bake Shoppe & Cafe, LLC",2022-04-18,0014W00002msGRpQAM,13. Booked - Need Info to Onboard,Yes,55a575b9-0708-4493-afef-4f16b04ff0bd,300,1516
Just Fried Pies LLC,2022-04-18,0014W00002msH0tQAE,18. Live,No,037e6c23-da3d-492e-a622-5575c61134f5,300,817
Cam's Curry,2022-04-18,0014W00002msEtfQAE,16. Closed - Onboarded,No,7e552462-7080-4750-b71b-1332ce42a715,0,199
The Snow Shack,2022-04-17,0014W00002msFaRQAU,13. Booked - Need Info to Onboard,No,5a8fd668-eabf-4af4-bf41-b0f765153f7e,0,0
King of Falafel & Shawarma - Astoria - Broadway,2022-04-16,001C000001lkc1WIAQ,13. Booked - Need Info to Onboard,Yes,0f79ad6d-968b-418b-bede-989bea0bb8c8,0,667
Orale foods,2022-04-16,0014W00002msFHDQA2,16. Closed - Onboarded,No,0634611a-86f9-4333-a68c-03c5b0745fec,0,0
YOKOHAMA SUSHI,2022-04-16,0014W00002msFIQQA2,18. Live,Yes,eece938a-f70f-4da6-a7a0-ba967c54d516,0,200
Honey Bear's Cupcakery co Kim Johner,2022-04-15,0014W00002msEYdQAM,18. Live,No,72bea30c-870d-4f2f-9915-ddd6aecd05af,0,518
Ultimate lumpia bowls,2022-04-15,0014W00002msEfUQAU,16. Closed - Onboarded,No,025c0d30-7bae-41f9-8fa3-6d2c6379b7ed,0,667
Gabriel’s Goodies,2022-04-15,0014W00002msEUMQA2,13. Booked - Need Info to Onboard,Yes,f1e7396f-a39d-41f3-aabb-9d7e7635d049,0,0
ABUELITA'S COCINA,2022-04-15,0014W00002msEEEQA2,18. Live,No,816467ef-9c5d-4ee7-a9e3-5c947ee9e089,1260,1007
"The Rendezvous, LLC",2022-04-15,0014W00002msEp4QAE,18. Live,No,4a9fb046-804c-4e58-b29a-9a8a9737a054,0,0
PAULS CATERING TWO,2022-04-15,0014W00002msES6QAM,18. Live,No,f1f42b7d-058f-4915-8c2f-6fbc854ab62a,0,199
Kisha’s kitchen,2022-04-15,0014W00002msDsAQAU,16. Closed - Onboarded,Yes,e2329cfb-4b7a-4607-9ec6-82fa932c4c02,0,0
Hunan to go,2022-04-15,0014W00002msEf0QAE,18. Live,No,3b1958df-2d00-44d0-893e-15cb99f41c3b,0,0
WindyCityVibez,2022-04-15,0014W00002msEURQA2,18. Live,No,a1fbcfc6-57f1-4af0-920a-a61d4d839174,0,268
Pia,2022-04-14,0014W00002msD78QAE,18. Live,No,0d2c5b86-ce20-48f8-a645-7113aec012fc,828,1466
Tacos El Chavo,2022-04-14,0014W00002ms7t6QAA,13. Booked - Need Info to Onboard,Yes,d2c9a7d5-8dd4-4dcb-8f99-db52c624b3e4,0,0
Silver Tuna Saloon,2022-04-14,0014W00002W8KhnQAF,18. Live,No,84815bac-af93-4ac3-b4e1-af33d9d11917,0,318
Southwest Pastrami Company LLC,2022-04-14,0014W00002msDBTQA2,13. Booked - Need Info to Onboard,Yes,00f0109e-a912-4fa7-ab90-eec3d581060d,0,199
Cater To You Barbecue,2022-04-14,0014W00002msCdlQAE,13. Booked - Need Info to Onboard,Yes,26d8b9b3-0f11-4853-bd8c-6c5679367c04,0,318
Axiom Kitchen,2022-04-14,0014W00002msCfIQAU,13. Booked - Need Info to Onboard,No,1238e3e1-7166-4acf-aa58-8d7a7676d3fa,0,0
Goodstuff Juices Mass,2022-04-14,0014W00002msCl1QAE,13. Booked - Need Info to Onboard,Yes,d3beecc3-26fc-4423-bac8-892ae6bd3100,0,0
Southern Girl Juicery,2022-04-14,0014W00002msCawQAE,13. Booked - Need Info to Onboard,Yes,3bb489d2-be5d-4c5b-9cb7-734f5a4d6161,0,0
Central Parke,2022-04-13,0014W00002msBLsQAM,18. Live,No,a146bff3-ca11-43c8-857e-7b7c455642e0,0,947
Milan lounge,2022-04-13,0014W00002msAHTQA2,18. Live,No,76695078-3bcc-4c23-b44d-bb74c0ea067a,0,318
Te Amo Taco,2022-04-13,0014W00002msBnBQAU,13. Booked - Need Info to Onboard,Yes,bce75a03-09bd-46ac-ba19-61ae082349d0,0,0
Mama's Caribbean Grill,2022-04-13,0014W00002msAoEQAU,18. Live,Yes,cde92fd1-a0a5-4b52-b5de-27f81e362120,0,467
Stuffed Inn,2022-04-13,0014W00002msBpqQAE,18. Live,No,37104e6f-b51d-4537-a58f-47e47b91bcc6,0,318
Jade's,2022-04-13,0014W00002msBKpQAM,13. Booked - Need Info to Onboard,Yes,b15d4f52-aa28-4f72-9b73-03c4dbafc2ae,0,0
Crazy Dave's Food Truck,2022-04-13,0014W00002msBRRQA2,18. Live,No,57ddb3c7-b3ca-4e80-a8af-ab7a6481f983,0,467
Supremo Pizza LLC,2022-04-13,0014W00002msBmrQAE,18. Live,No,ba3364ed-4e0c-46e6-817f-fa1b2a7e6df5,0,0
Momma Ts Peace Love and Ice Cream,2022-04-13,0014W00002msAJKQA2,18. Live,No,6361c3cd-5ff4-4ab6-badb-de9707c938a4,0,517.8
Eat Real Halal - Queens Plaza S,2022-04-12,0014W00002ms9M0QAI,17. Closed - On hold by Billing,Yes,733b46f9-312b-4a1c-9dce-01b0cd19be57,0,0
Asian Curry Hut,2022-04-12,0014W00002ms9KsQAI,18. Live,No,e9a0dfba-cda8-428f-86d5-018e72de2b71,0,467
Gunatit Gnan Electronics,2022-04-12,0014W00002ms9AJQAY,13. Booked - Need Info to Onboard,No,fa1f4c7d-2292-407e-9f1e-e4230de8e0a7,0,0
Eat Real Halal - 47th Ave,2022-04-12,0014W00002mrYvkQAE,17. Closed - On hold by Billing,Yes,cc661a42-e3ff-4a1c-81bb-3dd2a3dcd351,0,0
Melanie's Kitchen Asian Cuisine,2022-04-12,0014W00002ms8ZuQAI,18. Live,No,10acab0c-aeb6-499f-bc2e-798626e1db8e,0,149
54 and Main,2022-04-12,0014W00002ms87cQAA,18. Live,No,603e9c2f-e78f-49df-978c-1629cfa53cfd,0,348
Lucky Guy's Burgers,2022-04-12,0013c00001rQxMsAAK,18. Live,No,460a17e4-d6ad-47cd-997d-88c6eb4f2e16,828,1267
Cheng's Garden,2022-04-11,0014W00002ms1yeQAA,18. Live,No,84191f54-f9d9-47bd-8676-9e1a7d96d2b6,0,199
The Salty Moose The Salty Moose LLC,2022-04-11,0014W00002ms8TcQAI,18. Live,No,cdaf1d9c-6e19-4382-937f-feb57aab24a0,0,318
Daily Bread,2022-04-11,0014W00002ms5QgQAI,13. Booked - Need Info to Onboard,Yes,d1c6a342-0945-480e-b743-36e466e452d4,0,149
George's Grille,2022-04-11,0014W00002ms8FJQAY,16. Closed - Onboarded,Yes,03ada691-af6c-4ae3-a534-33ea61e8ae06,0,318
Cathyrogers deli,2022-04-11,0014W00002ms7BpQAI,13. Booked - Need Info to Onboard,No,d18d2484-ed3e-4a9d-b9b9-7e27c455110c,0,0
Ibericos Tapas y Vinos Ecomm,2022-04-11,0014W00002ms80CQAQ,18. Live,No,a4e9e94d-2bcd-46e2-8555-e7dc3d6e2f95,0,0
Mitzi Lou's,2022-04-11,0014W00002ms7rZQAQ,18. Live,No,96d12c62-90db-4f4b-aaa9-c006208b43bc,0,318
The Fox Den No Waste Cafe & Roastery,2022-04-11,0014W00002ms8CjQAI,18. Live,No,83ed1282-df01-4698-b2b6-86fb124153fb,0,0
The Wild Bean,2022-04-11,0014W00002ms8FTQAY,18. Live,No,72a565f7-0ffc-4af0-b6bd-cf1cf0d05624,0,468
schwags burgers and dogs,2022-04-10,0014W00002mrqeAQAQ,17. Closed - On hold by Billing,Yes,21bae156-fa1a-43d7-8e29-3ae59299674d,0,318
Bakery-X LLC,2022-04-10,0014W00002ms6vHQAQ,18. Live,No,ba151504-8a7b-4b8a-9c38-2e1e48224393,0,667
The Void,2022-04-10,0014W00002ms6wZQAQ,18. Live,No,d6d450e2-7f92-4a22-b609-bae8c112ea3c,0,467
Z Tea,2022-04-09,0014W00002ms5xcQAA,13. Booked - Need Info to Onboard,Yes,ac0be953-01f7-4078-b97b-72db0d742688,0,200
Taste of Asia,2022-04-08,0014W00002ms541QAA,13. Booked - Need Info to Onboard,Yes,3b5c5b65-b48a-41f9-9104-9bc204afff61,0,199
Kshars,2022-04-08,0014W00002W8KVWQA3,18. Live,No,85a83fa4-504e-4001-8cec-c0e5a8c9d350,0,318
Bagel Nosh,2022-04-08,0014W00002ms5ZsQAI,16. Closed - Onboarded,No,9ebcf279-1a24-465b-a252-e041d2c7e1ba,0,0
Giovannis deli & catering,2022-04-08,0014W00002ms4JwQAI,18. Live,No,20d8c497-c097-4473-8df4-cec4faedf7d3,0,0
Headliners Eats,2022-04-08,0014W00002ms5K4QAI,13. Booked - Need Info to Onboard,Yes,d197c350-ebb8-4ea6-ab51-b456076bf178,0,268
Juice Ave.,2022-04-08,0014W00002ms4t0QAA,18. Live,No,e2247b78-1ee7-4bc7-8d40-bf2fa6246673,0,119
The Ferry Grill & Chill LLC,2022-04-08,0014W00002ms5NDQAY,16. Closed - Onboarded,Yes,25c3ae21-a713-4e14-85ab-66261a7ccea6,0,318
Chwa Kendall LLC,2022-04-08,0014W00002ms5j6QAA,13. Booked - Need Info to Onboard,Yes,79e0fe13-65b5-40b2-afc7-c70bd9da8982,600,508
UnPoKETO,2022-04-08,0014W00002ms5lHQAQ,13. Booked - Need Info to Onboard,Yes,c35edb4d-ec85-4531-a91b-a49a16961692,0,0
Sundance Saloon LLC,2022-04-08,0014W00002ms5ozQAA,18. Live,Yes,34aa784c-e7ba-45fa-8b1d-dba8d68f7814,1368,2034
Flips Texas Grill,2022-04-08,0014W00002ms5fEQAQ,16. Closed - Onboarded,No,b0eeb077-d77c-42d2-b94a-83b1ef89cd92,0,318
Sweet Lucia's,2022-04-08,0014W00002ms5QqQAI,18. Live,No,26ee3244-8b47-49f9-8aaa-c7d93018a39a,0,318
Supr Coffee,2022-04-08,0014W00002ms5k9QAA,18. Live,No,b99865b7-fa06-4479-b06d-27a95618472b,0,318
The Branded Cow,2022-04-07,0014W00002ms3pVQAQ,18. Live,No,8d161243-a6eb-4648-98b6-0211556af5fa,0,149
Little Lady Catering & Events,2022-04-07,0014W00002ms3dNQAQ,16. Closed - Onboarded,Yes,e06774e0-2ebf-41c1-b31f-ea085851b1e1,0,0
Koko’s,2022-04-07,0014W00002ms2RyQAI,13. Booked - Need Info to Onboard,Yes,dd907998-39ae-4296-b0dc-c62552c90a30,0,268
The Good Stuff,2022-04-07,0014W00002ms2R5QAI,18. Live,No,a5cf0bbf-5c2d-4422-bb3d-8bab3246fa0b,0,467
Manhattan Pizza LLC,2022-04-07,0014W00002ms3xHQAQ,18. Live,No,0eb00aa8-aa08-458f-84dc-71031d3c5974,300,1833
Black owl,2022-04-07,0014W00002ms2xDQAQ,13. Booked - Need Info to Onboard,No,b3bccab1-a8b9-4e9d-9793-60cbb583fd7e,0,0
Tj style,2022-04-07,0014W00002ms2VRQAY,13. Booked - Need Info to Onboard,Yes,7e6a0057-6068-4085-943d-614eb76e80fc,0,0
Kabuki Food Truck,2022-04-07,0014W00002ms4IAQAY,13. Booked - Need Info to Onboard,Yes,acae8b51-da8e-46bb-834e-fe2ff4155047,0,399
Me Kwam Sook,2022-04-07,0014W00002ms2TLQAY,18. Live,No,13d887ac-3813-49ce-be95-5ae37873b1ce,0,518
Allora,2022-04-07,0014W00002hBXb0QAG,17. Closed - On hold by Billing,No,ad8d21c3-33a6-4cf8-88dd-a2d55ff5c4ee,0,399
dorothys barbeque,2022-04-07,0014W00002ms3cyQAA,13. Booked - Need Info to Onboard,Yes,40b253a0-b762-42ef-a9f4-fc739848586a,0,0
Kiatta Saloon,2022-04-07,0014W00002ms3V4QAI,18. Live,No,4061a361-b740-4ef7-ad05-e9c88866321e,0,119
Charlenes Burgers LLC,2022-04-06,0014W00002ms1t5QAA,18. Live,No,e92d0b46-b296-4fa1-9f75-eef1854a1372,0,318
West Coast Cafe and Lounge,2022-04-06,0014W00002ms1a3QAA,18. Live,No,dacdbca7-a659-43aa-965e-51b17fe5971c,0,199
The Neighborfood Collective,2022-04-06,0014W00002ms0gCQAQ,16. Closed - Onboarded,Yes,b53f7c00-f909-4bf7-b171-64b3c44815a3,0,0
FayeBrooke on Youngs,2022-04-06,0014W00002mrzCzQAI,16. Closed - Onboarded,Yes,f547717d-c963-4cd8-8ffb-65d0f65614a5,0,467
"Yourtable, LLC.",2022-04-06,0013c00001nnnkyAAA,18. Live,No,7fcfeddf-9ef5-427d-9ccf-ce27385ce2d0,2028,1497
Manda Fermentation,2022-04-06,0014W00002ms20uQAA,18. Live,No,a957caec-438f-4ad3-81da-21d2114e130e,0,0
VFW post 4501,2022-04-05,0014W00002mry3mQAA,18. Live,No,7f38d6a5-d126-4386-baba-ac01f2369a50,0,0
Mamá tias LLC,2022-04-05,0014W00002mrrzAQAQ,13. Booked - Need Info to Onboard,Yes,00c3bc63-3aff-4c57-bb5d-72800b189764,0,0
Banh Mi Station,2022-04-05,0014W00002mrzBXQAY,18. Live,No,8e61bc87-7a26-4d54-9228-ed16d9ee0f2b,660,2464
Thatz a Wrap,2022-04-05,0014W00002mryHoQAI,18. Live,No,85f9bae2-390e-469c-afd5-2bd29dcddb9a,0,199
WeGotTheJuice,2022-04-05,0014W00002mrzIdQAI,18. Live,No,350f1d8e-5642-46dc-80e7-07fc2e2ccf13,3108,467
CowChic,2022-04-05,0014W00002mrzgOQAQ,18. Live,No,def41420-76f0-4501-86bc-9f3a0774c908,3108,268
Break Room 405,2022-04-04,0014W00002mrxjsQAA,18. Live,No,f4df1cbe-be97-4d89-991e-6b0763d9cf3f,0,318
VFW Post 2775,2022-04-04,0014W00002mrxPcQAI,18. Live,No,4729b35a-23d6-4270-ad52-7a514072a7f8,0,917
Gumbo Xpress,2022-04-04,0014W00002mrxkbQAA,18. Live,No,541070b8-bfb4-43c6-9a06-ed291a424327,3108,0
The Big Dipper,2022-04-04,0014W00002mrxN2QAI,18. Live,No,bceacfd2-1f53-46a7-900c-e5ea497d60ca,0,1384
"The Dark Horse Social Club, LLC",2022-04-03,0014W00002mrwqBQAQ,18. Live,No,5075c930-c2ab-4da3-98ca-24728e040737,1500,1724
TBD,2022-04-02,0014W00002mrwQkQAI,13. Booked - Need Info to Onboard,Yes,0a2b9907-f275-4484-8fbf-a730ae063a2d,0,0
Kevin McLaughlin,2022-04-02,0014W00002mrw57QAA,13. Booked - Need Info to Onboard,Yes,96504143-0663-4886-b522-ecf9c0c9b49c,300,499
cheddar street grill,2022-04-02,0014W00002mrwSvQAI,16. Closed - Onboarded,No,0063c8ad-131f-48b3-b8d3-7e7c0d37d083,0,467
Fresh Kitchen,2022-04-01,0014W00002mrvPsQAI,18. Live,No,ca970371-8487-403a-99a2-53fedfa7d9f8,0,518
AIM Sports Group,2022-04-01,0014W00002mruTzQAI,18. Live,No,a9ed552d-3b9d-44dc-95b4-0ca1bc8db1c6,600,937
The Mixto cuisine,2022-04-01,0014W00002mrvDmQAI,13. Booked - Need Info to Onboard,Yes,efb43640-ead9-4785-8d45-fa20e01e1630,0,1146
Jub Cafe,2022-04-01,0014W00002mrvAsQAI,13. Booked - Need Info to Onboard,Yes,cc520fcb-e7e4-4a1a-9577-22829058e106,0,0
Bowlsnbrews,2022-04-01,0014W00002mruYpQAI,16. Closed - Onboarded,Yes,82e37a23-ba6b-4427-9f5e-74106ef1875e,0,948.8
Carol's Cheese Bread & Waffle,2022-04-01,0014W00002mruVMQAY,16. Closed - Onboarded,Yes,f9d5d61c-56ec-4308-bbdc-05dda4fcce54,0,0
iKandyCakes,2022-04-01,0014W00002mrv8mQAA,18. Live,No,3a3a0556-28ec-45c5-90b9-fac47f16ed6e,0,0
Samosa Loka,2022-04-01,0014W00002mruSmQAI,13. Booked - Need Info to Onboard,No,8e446190-ae12-4e56-a8d2-3802363b1100,0,318
Shaved Ice Paradise,2022-03-31,0014W00002mrpO2QAI,18. Live,Yes,1a6b407d-563a-4d05-8951-6d1188fbf822,0,149
Fresh Expressed,2022-03-31,0014W00002mrtQEQAY,17. Closed - On hold by Billing,Yes,0774d6df-e6ee-4725-af53-cb89caf4a48f,0,467
Bespoke Barista,2022-03-31,0014W00002mrtXjQAI,13. Booked - Need Info to Onboard,Yes,89e22a2f-cfa1-418e-aeb8-e075f88c48fa,0,318
I Stream of Yogurt,2022-03-31,0014W00002mrtCRQAY,16. Closed - Onboarded,No,52d654c4-c9e0-4cb5-a80b-08e9e2e632a7,0,0
Tizeda,2022-03-31,0014W00002mrt4NQAQ,18. Live,Yes,c306e676-aa69-4d53-9935-113eb266f4d5,0,149
One Love Cafe,2022-03-31,0014W00002mrttIQAQ,16. Closed - Onboarded,Yes,ba27f6fa-8307-46da-8899-0a25f7c9cdf0,0,399
Tea Spoons,2022-03-31,0014W00002mrsFIQAY,18. Live,No,b2bb37b4-aee1-4a3a-b706-52fa3ee18b90,0,318
Nectar Juice LLC,2022-03-31,0014W00002mrtVOQAY,16. Closed - Onboarded,No,8463f35e-523e-49bc-9a51-d85705041e44,0,318
BabyCakes Cupcakery,2022-03-31,0014W00002mrtRRQAY,18. Live,No,761dee04-f208-4396-a472-28f1ad670d48,0,119
Heaven in Your Home,2022-03-31,0014W00002mrtB4QAI,18. Live,No,943220a8-2612-4054-ab20-19272fefa03e,0,467
Faustinos Pizza,2022-03-31,0014W00002mrtL9QAI,17. Closed - On hold by Billing,Yes,578b1cbe-8d0d-4dd8-995d-e3e410899095,0,667
Paso Robles Elks Lodge 2364,2022-03-31,0014W00002mruOQQAY,18. Live,No,8ee8f504-025d-41fa-945d-b1685ce9b7db,600,1624
Torwar LLC-Tea Mania New York,2022-03-31,0014W00002mrtYmQAI,18. Live,Yes,e5fde11d-59be-4ddc-928d-56ee8b93a53e,0,0
VFW Post 5408,2022-03-31,0014W00002W8GeGQAV,18. Live,No,673050cf-5bf2-4b82-a81b-52bf1a54d5fe,0,1235
Bottoms Up,2022-03-31,0014W00002mrtntQAA,18. Live,No,b43cd48e-7251-4232-8e13-bbcedc4239ed,0,318
The Cajun Crab,2022-03-31,0014W00002mruNXQAY,18. Live,No,8fa482ec-93b4-469e-bfe2-45e3fbb21bcf,300,817
Treat Yourself Pastries LLC,2022-03-31,0014W00002mruL7QAI,17. Closed - On hold by Billing,Yes,01cc7b35-cab7-4f9f-9d51-ebd09df395d9,0,199
Seasons By Nature LLC,2022-03-31,0014W00002mrtRlQAI,13. Booked - Need Info to Onboard,No,85f01a45-c50c-4919-aa3e-8424d1a0596d,0,199
That Little Donut Shop,2022-03-31,0014W00002mrtecQAA,18. Live,No,37b148a7-7cfa-420d-bf4e-6c5f7730b1f5,0,467
Three C's LLC,2022-03-31,0014W00002mrsuGQAQ,18. Live,Yes,87496bdd-501f-4c3f-bead-fa51fd5ddda5,0,318
Pacific Grindz,2022-03-31,0014W00002mrbZoQAI,18. Live,Yes,4c3fa67e-e92c-4038-9ef3-295014bb2b8c,0,467
The Sub Marina,2022-03-31,0014W00002mrsFcQAI,18. Live,No,ee07296c-4d7e-403b-9369-e0a6f146268d,0,518
Smoothie Way LLC,2022-03-31,0014W00002mrtB9QAI,13. Booked - Need Info to Onboard,Yes,21155699-3052-4135-9a82-4437f07572bb,0,199
POUR Wine Bar,2022-03-30,0014W00002mrr7CQAQ,18. Live,No,b9918b10-485a-45c9-93a7-f352654efe6d,1428,1655
Fin N Feather,2022-03-30,0014W00002mrs7EQAQ,18. Live,No,a220924d-c4ef-4281-ac55-e0c2cf25fff1,300,767
Monarca's Ice Cream,2022-03-30,0014W00002ZmbhHQAR,18. Live,No,063fbf1a-411d-46ab-a5d0-073f9d089590,0,467
O Taste and See,2022-03-30,0014W00002mrqooQAA,13. Booked - Need Info to Onboard,Yes,339fed08-62d4-4688-bee7-9d3318f93434,0,0
Probus LLC,2022-03-30,0014W00002mrrPkQAI,18. Live,No,383d11e6-5c19-47c4-8b00-0e0daa871cb8,0,318
Smooth Seas,2022-03-30,0014W00002mrrBEQAY,18. Live,No,019499d4-4029-4352-8672-fd1a6905963c,0,318
Bearded BBQ,2022-03-30,0014W00002mrqqaQAA,13. Booked - Need Info to Onboard,Yes,b335a380-326d-43f1-8467-99627241b56a,0,200
Night Train,2022-03-30,0014W00002mrrOcQAI,18. Live,No,8b6036c2-1db5-41f0-9461-0bfdec0dde8f,0,318
Black Coffee,2022-03-30,0014W00002mrrcPQAQ,16. Closed - Onboarded,No,e0637205-de22-41b9-8bad-afb45924c82b,600,906
Munchies703,2022-03-30,0014W00002mrrtMQAQ,13. Booked - Need Info to Onboard,Yes,2e44f58c-994c-451d-ad21-c45e3bb02271,300,817
Miss Tomato Sandwich Shop - Planning to Change Name,2022-03-30,0014W00002mrT3bQAE,18. Live,No,c965a691-b01f-45f7-9632-1238d09cbd67,0,200
Betty Mae's ICO Phyllis LaMalfa,2022-03-30,0014W00002mrrvcQAA,18. Live,No,cb553cf7-636d-48d5-80eb-847bf5f90f5e,0,318
Potato Land LLC,2022-03-29,0014W00002mrphTQAQ,17. Closed - On hold by Billing,Yes,274a266d-9860-4e86-b60a-39e8df9df5ef,0,467
GG's Italian Ice & More LLC,2022-03-29,0014W00002mrqTvQAI,18. Live,No,2dfbc1c8-abcb-4a7d-bb16-cf9880297279,0,149
Freedom Nutrition,2022-03-29,0014W00002mrpbGQAQ,13. Booked - Need Info to Onboard,Yes,2ab8d4f0-5a92-4eed-a27a-e910652ae7e1,0,318
Temecula Old Town Loft,2022-03-29,0014W00002mrosSQAQ,18. Live,No,4bd78e25-17c5-4c94-afd5-f0a6abab3f9f,0,1066
Little Sprout Ridge Bakery and Country Store,2022-03-29,0014W00002mrpUUQAY,18. Live,No,b8fba8a9-9d33-487c-9864-45665401b60c,0,318
Mimo Bistro,2022-03-29,0014W00002mrm9IQAQ,18. Live,No,c882a050-887d-47df-bca7-57b3ff89a820,0,303.3
the pastor's grill,2022-03-29,0014W00002mrotLQAQ,18. Live,No,72870238-fc7f-45f0-a9f8-b5c1dc23e998,0,467
Lorena Little League,2022-03-29,0014W00002mrpTgQAI,18. Live,No,3b33777f-89a0-4e28-88ff-174f46ee133a,0,318
DAYME COSMETICS,2022-03-29,0014W00002mronrQAA,13. Booked - Need Info to Onboard,Yes,9be8ad81-27da-4a35-a388-98ede71614f4,0,0
KeDough Bakery & Pastries,2022-03-29,0014W00002mrqXJQAY,18. Live,No,7b1a13af-c995-4228-9550-f7019232b1cb,0,0
Faro Cafe LLC,2022-03-28,0014W00002mrmRAQAY,18. Live,No,6e53ff33-73d9-4e7e-a9ac-9bb02789b935,0,0
Stags mobile kitchen and catering llc,2022-03-28,0014W00002mrmNXQAY,18. Live,No,0cebcc10-cdff-4afa-a180-abcfd777659c,0,517.8
Fabiano's On The Go,2022-03-28,0014W00002mrls6QAA,18. Live,No,3b3ab84d-bdba-4143-afca-b9ae83f54124,0,0
Maui Steamer Pots,2022-03-28,0014W00002mrmKJQAY,17. Closed - On hold by Billing,Yes,d2361510-3c6e-4b08-936c-aef24d0a28e0,300,967
Ada's Fine Foods,2022-03-28,0014W00002mrllyQAA,18. Live,No,bc8e1bc2-dece-4fe7-b703-12579d4906b7,0,200
The Bitter End Lounge,2022-03-28,0014W00002mrllFQAQ,18. Live,No,41ac1c49-e4cc-4d1d-aff8-f25e4b12a31e,0,318
The County Seat,2022-03-28,0014W00002mrlmhQAA,16. Closed - Onboarded,No,303ec52b-e890-4bc5-bbd4-85a7d360061e,1200,1295
Shatila Bakery - Bloomfield,2022-03-28,0014W00002mrZhnQAE,17. Closed - On hold by Billing,Yes,2a726150-0ca6-4db1-a300-a872356458f3,828,1317
Emil's Deli,2022-03-27,0014W00002mrkfSQAQ,13. Booked - Need Info to Onboard,Yes,82cde733-3403-4f98-bef4-15847cd932fe,0,0
Junction Cafe,2022-03-27,0014W00002mrkfXQAQ,18. Live,No,fcd9a773-a6b5-4c61-abd7-9b1aa2788af7,0,667
LoMein King,2022-03-26,0014W00002mrk6XQAQ,13. Booked - Need Info to Onboard,Yes,66874939-6701-4e42-abe4-ad77d0da9b94,0,0
Smashers,2022-03-26,0014W00002mrk4fQAA,18. Live,No,dbb625fe-446c-43af-8cdb-633d7e4ff396,0,318
Simply Sweet Kitchen,2022-03-26,0014W00002mrkU8QAI,13. Booked - Need Info to Onboard,Yes,938f616a-5b7f-4020-b8b5-eb698d7a740e,0,0
Kathryn Mckennon Amazon,2022-03-25,0014W00002mri8NQAQ,13. Booked - Need Info to Onboard,No,d5420b55-5878-4557-acd7-48d9e63cab05,0,199
Olivia Luna Amazon,2022-03-25,0014W00002mrigZQAQ,13. Booked - Need Info to Onboard,No,63220aac-e218-4108-9268-ad9c894029a2,0,1113
Caravan Amazon,2022-03-25,0014W00002mri9GQAQ,13. Booked - Need Info to Onboard,No,e69dfa35-ebe4-49bc-9004-9a44912ef87b,0,1113
RPM Inc Amazon,2022-03-25,0014W00002mri7oQAA,13. Booked - Need Info to Onboard,No,3bb942f4-2512-4666-9101-8cd5edde2ca1,900,1797
Karla Eaton Amazon,2022-03-25,0014W00002mri4uQAA,13. Booked - Need Info to Onboard,No,bf643c38-bf7f-4987-b8b8-eef487387d1f,0,1113
Paul Amestoy Amazon,2022-03-25,0014W00002mrigAQAQ,13. Booked - Need Info to Onboard,No,7a115980-8397-4045-8ea7-e3f6e2b09f13,0,1113
Muddy Puddles Preschool Amazon,2022-03-25,0014W00002mriAYQAY,13. Booked - Need Info to Onboard,No,b1de1aa3-d449-415e-bd5b-ef2aba19f6fd,0,1113
Janice's Cafe,2022-03-25,0014W00002mri5xQAA,18. Live,No,78a5aeb6-7614-43ed-818e-d58299b84482,900,1113
MISSIE CHRISSIE'S SOUL FOOD,2022-03-25,0014W00002mri4kQAA,16. Closed - Onboarded,No,4a3782f5-677e-47e7-a48b-49d937991996,0,1113
Wobble Inn,2022-03-25,0014W00002mri8mQAA,16. Closed - Onboarded,No,a8a2755b-7b39-4548-b80a-a7bb2429b2e9,0,1113
The Goat & The Radish,2022-03-25,0014W00002mri9uQAA,18. Live,No,66866b7f-8199-482b-9659-548da12c4b80,0,1113
Kings bingo,2022-03-25,0014W00002mri4aQAA,13. Booked - Need Info to Onboard,Yes,27c0a6ce-d2b4-45b1-8047-50979c3cae46,0,1113
Mueller Wagyu,2022-03-25,0014W00002mrjf1QAA,18. Live,No,fee3540b-755c-4ec2-b3a8-37aa6de7ef26,0,517.8
Donavon Barton Amazon,2022-03-25,0014W00002mri7KQAQ,13. Booked - Need Info to Onboard,No,de32a43a-97ed-4e61-9100-67ab2b3918f3,0,698
Dhwani Desai Amazon,2022-03-25,0014W00002mri7jQAA,13. Booked - Need Info to Onboard,No,4503da73-c807-445c-a2e9-3f54bac97a70,0,199
G&G Catering LLC-Amazon,2022-03-25,0014W00002mri5nQAA,18. Live,No,e98f30bc-81bd-449a-8b37-1d1bef6da371,0,1113
David Amazon,2022-03-25,0014W00002mri5YQAQ,13. Booked - Need Info to Onboard,No,f70dc024-34d9-4c17-b91c-e641e93548c1,0,698
Michele Fasnacht Amazon,2022-03-25,0014W00002mri9LQAQ,13. Booked - Need Info to Onboard,No,003b360c-0923-4d8b-81bb-1e299bac853e,0,1113
Zhe Hu Amazon,2022-03-25,0014W00002mri59QAA,13. Booked - Need Info to Onboard,No,c85b4c22-aed1-4536-b976-2daef07f6131,0,532
ChickeN'Puff,2022-03-25,0014W00002mrinfQAA,13. Booked - Need Info to Onboard,Yes,e1188c26-8d71-4d5e-9cbc-4a362584d82f,0,199
